initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,branch4.0,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,550.349169921875,253.373193359375,384.82001953125,209.168505859375,91.86666666666666,97.16,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,551.0791231438434,253.2117557032093,380.9173710530721,209.16850370302208,91.86666666666666,97.16,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,537.620849609375,74.0612060546875,350.337744140625,133.436083984375,93.775,97.08,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,537.4404797385218,74.05496378147606,349.38651518650687,133.43607208453378,93.775,97.08,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,118.53843994140625,146.36309814453125,346.7028564453125,171.17169189453125,92.97166666666666,97.43,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,116.87761250004048,146.30175019968996,349.6141509979953,171.1716832499785,92.97166666666666,97.43,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,57.7924560546875,156.55987548828125,384.72568359375,165.61171875,93.17,97.41,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,58.016758157378966,156.22283384555902,383.9717383133113,165.6117155564431,93.17,97.41,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,112.45252685546875,133.00849609375,292.721435546875,195.18372802734376,92.94333333333333,97.36,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,112.17505395547286,133.19163587240885,292.29634402204306,195.1837306007114,92.94333333333333,97.36,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,256.74794921875,125.61982421875,327.41552734375,182.9337158203125,93.36333333333333,96.63,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,261.68604427909975,125.65637201902318,329.16331557522125,182.93372471059527,93.36333333333333,96.63,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,91.83316040039062,163.61583251953124,268.974462890625,173.2808349609375,93.65166666666667,97.1,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,91.25461981987937,161.92120689032774,268.9210311795885,173.28083501823934,93.65166666666667,97.1,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,118.24224853515625,108.0856201171875,470.64169921875,187.18017578125,93.56,97.06,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,118.19566586734668,107.91795545936637,470.84967738126096,187.18018162483307,93.56,97.06,integrated_gradients,7
