initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,branch4.0,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,56.148291015625,77.13232421875,61.502984619140626,187.58289794921876,85.81333333333333,86.18,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,56.27508304089163,77.05460311087676,61.49099052377975,187.58290172653483,85.81333333333333,86.18,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,72.01559448242188,61.250335693359375,84.502685546875,183.34344482421875,85.77166666666666,87.19,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,72.06689605226822,61.24302978862947,84.43972482801486,183.34344867402635,85.77166666666666,87.19,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,52.7085205078125,51.786627197265624,67.05919189453125,189.7885009765625,85.38833333333334,87.3,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,52.64953237805329,51.91479419421681,67.118815821903,189.78850276061567,85.38833333333334,87.3,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,66.46613159179688,90.99188842773438,57.6509765625,189.78807373046874,85.31666666666666,86.15,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,66.37972790411247,90.97543036923578,57.83112212555341,189.78806863897069,85.31666666666666,86.15,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,74.29279174804688,81.35181274414063,69.72159423828126,184.99305419921876,85.45166666666667,87.18,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,74.33419944997168,81.34784841673041,69.53144102874558,184.99305774209907,85.45166666666667,87.18,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,82.2021728515625,69.3994384765625,32.2621826171875,192.70048828125,85.58666666666667,87.63,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,82.18085102919373,69.35938253766943,32.20144362165425,192.70046603777485,85.58666666666667,87.63,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,61.42330322265625,53.996649169921874,90.27216796875,170.6661865234375,85.48166666666667,87.47,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,61.31303202145638,54.01330178954045,90.24041804047052,170.66618613458638,85.48166666666667,87.47,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,66.26657104492188,57.971728515625,71.48284301757812,181.14654541015625,85.495,86.56,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,66.5134319661977,57.9824368671021,71.32499784340706,181.14653897162177,85.495,86.56,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,62.20039672851563,60.526251220703124,60.75499267578125,173.34051513671875,85.66833333333334,87.87,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,62.27879224937933,60.479066712049374,61.01833706567781,173.34051838059784,85.66833333333334,87.87,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,50.61294860839844,56.2130859375,49.54905700683594,196.57813720703126,85.07833333333333,87.56,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,50.536707023565725,56.216594967922234,49.546134137790965,196.57813422096234,85.07833333333333,87.56,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,46.8234375,78.78154907226562,71.085888671875,175.9999267578125,85.50333333333333,87.21,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,46.86998093766779,78.78139282011288,71.12230594607904,175.99993822805865,85.50333333333333,87.21,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,63.63193359375,55.81973876953125,86.21112060546875,179.2375,85.16166666666666,87.58,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,63.654415148233646,55.82989339687079,86.24076798944277,179.23750045428102,85.16166666666666,87.58,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,84.1918701171875,46.53868408203125,60.826666259765624,188.847705078125,85.51666666666667,86.16,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,84.2173829467452,46.55048148892263,60.887767684442586,188.8476854551874,85.51666666666667,86.16,integrated_gradients,12
