,initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_branch1.0,norm_branch2.0,norm_branch3.0,norm_var_norm_branch1.0,norm_var_norm_branch2.0,norm_var_norm_branch3.0,avg_normalized_variance,train accuracy epoch0,test accuracy epoch0,branch1.0FLOPS,branch2.0FLOPS,branch3.0FLOPS,totalFLOPS,final_test_accuracy
0,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3465168884413148,0.3157723398283956,0.3377107717302896,0.0034727712071309,0.0042354300882861,0.0057212313853542,0.0044764775602571,85.57755555555556,88.00933333333334,0.113,0.113,0.113,9.975,88.00933333333334
1,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3455537028571757,0.3170361860592138,0.3374101110836104,0.0018079020655569,0.0046547404433131,0.0052570704272745,0.0039065709787148,85.22733333333333,87.35733333333334,0.113,0.113,0.113,9.975,87.35733333333334
2,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.3432734363456241,0.3220588081632488,0.3346677554911271,0.0028058006232802,0.0053706651510319,0.0051788141827816,0.0044517599856979,84.48344444444446,86.95599999999999,0.113,0.113,0.113,9.975,86.95599999999999
3,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.3503758926843374,0.3126899851344668,0.3369341221811958,0.0042573001670596,0.0045141608041283,0.0069184348302515,0.0052299652671465,85.60877777777777,87.93933333333332,0.113,0.113,0.113,9.975,87.93933333333332
4,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3472041768838914,0.3180751607620414,0.3347206623540671,0.0019674966082353,0.004214020114168,0.0049420850578549,0.0037078672600861,85.18522222222222,87.55066666666667,0.113,0.113,0.113,9.975,87.55066666666667
5,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3451573722053691,0.3210445570742482,0.3337980707203826,0.0019986683134247,0.0046631627296954,0.0043323430486604,0.0036647246972602,84.58622222222222,86.87066666666666,0.113,0.113,0.113,9.975,86.87066666666666
6,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3460943363948583,0.3077556228713989,0.3461500407337428,0.0194153683276678,0.0144108576103209,0.0182397400542458,0.0173553219974115,86.03555555555555,88.44266666666667,0.113,0.113,0.113,9.975,88.44266666666667
7,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3436071251832864,0.3146487084489174,0.3417441663677961,0.0080265394144294,0.0056071880770535,0.008629855231148,0.007421194240877,85.61666666666666,88.09200000000001,0.113,0.113,0.113,9.975,88.09200000000001
8,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.3439454744696034,0.3164903696797399,0.3395641558506567,0.0036499846120703,0.0040770895642261,0.0058486471667776,0.0045252404476914,84.85555555555555,87.32,0.113,0.113,0.113,9.975,87.32
9,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.3545907239586276,0.3023118342664526,0.3430974417749197,0.0232123294059504,0.0143042519189096,0.0223235928523293,0.0199467247257298,86.06733333333334,88.24866666666667,0.113,0.113,0.113,9.975,88.24866666666667
10,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3533573683851566,0.311618759547314,0.3350238720675295,0.0093440956950399,0.0061327318913387,0.0102108905029547,0.0085625726964445,85.61066666666667,88.096,0.113,0.113,0.113,9.975,88.096
11,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3469479026612816,0.3176464322561301,0.3354056650825882,0.0028359638931183,0.0037002914962532,0.0054472327746126,0.0039944960546614,84.99466666666667,87.47333333333333,0.113,0.113,0.113,9.975,87.47333333333333
12,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3511626032827885,0.3021376468849667,0.3466997498322448,0.0282299853567475,0.0213502863473337,0.02613870936788,0.0252396603573204,86.06311111111111,88.42466666666668,0.113,0.113,0.113,9.975,88.42466666666668
13,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3411438931961333,0.3109414834153812,0.3479146233884854,0.0126673813484052,0.0091419326646557,0.0124376109856177,0.0114156416662262,85.65322222222223,88.20533333333333,0.113,0.113,0.113,9.975,88.20533333333333
14,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.342647586933283,0.3171179826825286,0.3402344303841882,0.0057321681771803,0.0047058333718953,0.0073720536063999,0.0059366850518252,84.90455555555556,87.27666666666667,0.113,0.113,0.113,9.975,87.27666666666667
15,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.3583045518582708,0.2990344045711775,0.3426610435705515,0.041037233494012,0.021790139605606,0.0319094964561586,0.0315789565185922,86.08377777777778,88.18533333333333,0.113,0.113,0.113,9.975,88.18533333333333
16,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3500776493430441,0.3052474081938374,0.3446749424631184,0.0148987498852682,0.0087414483197656,0.0144580646300234,0.0126994209450191,85.71688888888889,88.09333333333333,0.113,0.113,0.113,9.975,88.09333333333333
17,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3465969535590066,0.3148200281621481,0.3385830182788453,0.0043916792224198,0.0048086415373186,0.0065871613441052,0.0052624940346145,85.05066666666667,87.472,0.113,0.113,0.113,9.975,87.472
