initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,branch4.0,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,284.1470703125,162.65947265625,80.92274169921875,185.12291259765624,93.66666666666667,97.29,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,285.1515232258613,162.74044746441456,81.83976557609257,185.122918162167,93.66666666666667,97.29,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,63.95699462890625,197.983251953125,141.66636962890624,216.5097412109375,93.76333333333334,97.15,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,64.01524850285008,198.51509484680903,141.77154407699337,216.50972336133472,93.76333333333334,97.15,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,121.69847412109375,177.4898681640625,116.23778076171875,189.09588623046875,93.765,96.99,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,121.98178520452964,177.49931556031225,117.12669461003063,189.09588900356968,93.765,96.99,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,96.0337646484375,115.5846923828125,216.04990234375,179.01474609375,94.14833333333333,97.53,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,96.35101500381471,115.58636570532823,216.35783534009414,179.01473771392378,94.14833333333333,97.53,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,187.81376953125,146.13843994140626,144.16185302734374,193.496484375,93.64333333333333,96.63,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,189.32352742388073,146.0136002239101,143.14264809823698,193.4964843134606,93.64333333333333,96.63,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,127.20679931640625,157.27431640625,130.9059326171875,177.21900634765626,93.765,96.92,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,127.13770674302926,155.75275935774076,130.90158831404023,177.21899395341984,93.765,96.92,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,135.49453125,211.7478271484375,136.09967041015625,207.397607421875,93.42,97.16,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,137.75751417626498,209.9688313990579,136.94131348358766,207.39763570079987,93.42,97.16,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,240.1635986328125,153.2298828125,222.900439453125,186.2149658203125,93.17833333333333,96.56,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,237.9642484579027,150.84185328181775,222.7488486597003,186.21495971323796,93.17833333333333,96.56,integrated_gradients,7
